algorithm,scenario,seed,episode_seed,episode_length,truncated,terminated,operational_return,reward_components,reward_component_sum_exact,offered_gbit_total,delivered_gbit_total,delivered_ratio_mean,sla_violations_demand_intervals,protected_disconnection_demand_intervals,unprotected_disconnection_demand_intervals,max_utilization_peak,max_utilization_mean,link_utilization_mean,congested_link_intervals,overload_ratio_mean,delay_ms_mean,delay_ms_max,loss_ratio_mean,accepted_te_changes,reroutes_per_hour,te_reversals,flaps_per_demand,moved_mbps_total,dwell_active_demand_intervals,dwell_remaining_mean,rejected_te_requests,frr_changes,frr_disconnections,recovery_restorations,action_distribution,noop_frequency,invalid_action_attempts,mask_disagreements,solver_iterations_mean,solver_iterations_max,solver_convergence_failures,protected_safety_failures,mean_decision_time_ms,mean_mask_time_ms,wall_time_seconds,resolved_device
masked_bandit,flash_crowd,104,104,60,True,False,-32.384137860025426,"{'delivery': 113.91215453949629, 'protected_disconnect': 0.0, 'unprotected_disconnect': 0.0, 'sla_severity': -25.421075174669333, 'max_util': -118.3696308402461, 'overload': -0.9344689475556384, 'potential': 0.007834045128713678, 'move_fixed': -0.72, 'move_volume': -0.118951482179362, 'move_divergence': -0.74, 'reversal': 0.0, 'invalid': 0.0}",True,39904.029383603716,37536.62476164261,0.9492679544958024,207,0,0,2.2966466941091563,1.2710503639833968,0.1929704845386922,171,0.00259574707654344,45.25125395773071,247.42442669577395,0.049695977886125085,9,1.8,0,0.0,860.969078383159,18,0.026470588235294114,0,0,0,0,"{'0': 51, '8': 1, '10': 1, '14': 1, '18': 1, '42': 1, '50': 1, '58': 1, '63': 1, '68': 1}",0.85,0,0,21.066666666666666,38,0,0,1.7438333306927234,0.0733083327456067,0.4236068999161944,cuda
masked_bandit,flash_crowd,105,105,60,True,False,-40.21066884237293,"{'delivery': 112.00496441301783, 'protected_disconnect': 0.0, 'unprotected_disconnect': 0.0, 'sla_severity': -28.246458009389517, 'max_util': -119.71737615452608, 'overload': -1.4196759524766787, 'potential': 0.012849983245532569, 'move_fixed': -1.12, 'move_volume': -0.20925883652972893, 'move_divergence': -1.2157142857142855, 'reversal': -0.3, 'invalid': 0.0}",True,40497.55573466063,37017.37128852162,0.9333747034418153,205,0,0,2.3289814072035355,1.3119257941583926,0.19091813613619565,162,0.0039435443124352185,44.75198929425989,255.89926530782847,0.06532167656168368,14,2.8,1,0.058823529411764705,1479.4073719424969,26,0.038235294117647055,0,0,0,0,"{'0': 46, '8': 1, '10': 1, '13': 1, '14': 1, '18': 1, '41': 1, '42': 1, '50': 1, '56': 1, '58': 1, '62': 1, '63': 2, '68': 1}",0.7666666666666667,0,0,16.1,40,0,0,2.5321933266241103,0.0723700039088726,0.43764140002895147,cuda
masked_bandit,link_failure,101,101,60,True,False,-0.32975529652312385,"{'delivery': 116.6544888234187, 'protected_disconnect': 0.0, 'unprotected_disconnect': 0.0, 'sla_severity': -18.80806786713328, 'max_util': -94.69223644842437, 'overload': -0.3945920244145537, 'potential': -0.016261660436813583, 'move_fixed': -1.04, 'move_volume': -0.15308611953279425, 'move_divergence': -0.98, 'reversal': -0.8999999999999999, 'invalid': 0.0}",True,35194.5208685004,34150.16317318518,0.9721207401951558,153,0,0,1.5849002329435988,1.09504692773821,0.169481323261573,108,0.0010960889567070936,35.2389947498267,210.19732250353064,0.027559674654980423,13,2.6,3,0.17647058823529413,920.3487560627045,26,0.038235294117647055,0,4,0,0,"{'0': 47, '10': 1, '14': 1, '18': 1, '33': 1, '42': 3, '44': 3, '50': 1, '58': 1, '68': 1}",0.7833333333333333,0,0,15.733333333333333,34,0,0,1.8585016679329176,0.06846334047925969,0.36849140003323555,cuda
masked_bandit,link_failure,102,102,60,True,False,-7.135522780851615,"{'delivery': 116.46861757640595, 'protected_disconnect': 0.0, 'unprotected_disconnect': 0.0, 'sla_severity': -21.6544545753314, 'max_util': -97.79834196103259, 'overload': -0.40327598790173935, 'potential': 0.039646441446822576, 'move_fixed': -1.12, 'move_volume': -0.1448571315815141, 'move_divergence': -1.0228571428571427, 'reversal': -1.5, 'invalid': 0.0}",True,34963.72707453651,33915.272079892246,0.9705718131367163,167,0,0,1.6344018813051662,1.1130126269945044,0.17025587846653042,104,0.0011202110775048316,35.04164733090171,197.8021254780569,0.029144693859679063,14,2.8,5,0.29411764705882354,863.0461964348111,28,0.04117647058823529,0,4,0,0,"{'0': 46, '12': 1, '14': 1, '18': 1, '33': 1, '42': 4, '44': 3, '50': 1, '58': 1, '68': 1}",0.7666666666666667,0,0,15.016666666666667,33,0,0,1.200506657672425,0.06906665900411706,0.2760635999729857,cuda
masked_bandit,link_failure,103,103,60,True,False,-27.968647178916918,"{'delivery': 114.56324716989725, 'protected_disconnect': 0.0, 'unprotected_disconnect': 0.0, 'sla_severity': -29.09982365889292, 'max_util': -110.45090340307536, 'overload': -0.6711918764451055, 'potential': 0.03483108603962981, 'move_fixed': -0.9600000000000001, 'move_volume': -0.17337792501186433, 'move_divergence': -0.9114285714285713, 'reversal': -0.3, 'invalid': 0.0}",True,35823.8088412656,34114.89303099603,0.9546937264158104,205,0,0,1.7025222251646002,1.1943511982169188,0.17706042744939918,113,0.0018644218790141818,40.14437337715258,252.8,0.04486890848500386,12,2.4,1,0.058823529411764705,1073.3714881803844,24,0.03529411764705882,0,4,0,0,"{'0': 48, '8': 1, '12': 1, '14': 1, '18': 1, '33': 1, '42': 2, '44': 1, '50': 1, '58': 1, '62': 1, '68': 1}",0.8,0,0,15.033333333333333,38,0,0,1.2404366842626284,0.06430666932525735,0.32382519997190684,cuda
masked_bandit,link_failure,104,104,60,True,False,-23.089212229865584,"{'delivery': 115.91689085644198, 'protected_disconnect': 0.0, 'unprotected_disconnect': 0.0, 'sla_severity': -27.41987350753799, 'max_util': -106.89959407894887, 'overload': -0.47221786489401224, 'potential': -0.0011307661873872638, 'move_fixed': -1.2, 'move_volume': -0.1304297258821811, 'move_divergence': -1.0828571428571427, 'reversal': -1.7999999999999998, 'invalid': 0.0}",True,35925.56106899109,34687.93511213024,0.9659740904703499,191,0,0,1.7129078191787972,1.1575908619942283,0.17376913996792817,122,0.001311716291372256,37.82548722363865,244.3417671938604,0.0336360385847109,15,3.0,6,0.35294117647058826,794.6372446794961,30,0.04411764705882352,0,4,0,0,"{'0': 45, '12': 1, '14': 1, '18': 1, '33': 1, '42': 4, '44': 4, '50': 1, '58': 1, '68': 1}",0.75,0,0,17.55,35,0,0,1.4070650077580165,0.06375832987638812,0.3365695000393316,cuda
masked_bandit,link_failure,105,105,60,True,False,-15.756059622942894,"{'delivery': 115.45577675042222, 'protected_disconnect': 0.0, 'unprotected_disconnect': 0.0, 'sla_severity': -22.526198716361606, 'max_util': -106.05019380285952, 'overload': -0.5764624884083979, 'potential': -0.017110517121087077, 'move_fixed': -0.7999999999999999, 'move_volume': -0.16758513432877692, 'move_divergence': -0.7742857142857142, 'reversal': -0.3, 'invalid': 0.0}",True,35702.181458913954,34271.48656215148,0.9621314729201852,163,0,0,1.8836241994094984,1.1745832153938802,0.17033092511277872,86,0.0016012846900233272,33.93721359982916,163.20603044688667,0.037552754077883735,10,2.0,1,0.058823529411764705,1114.7890809166774,18,0.026470588235294117,0,4,0,0,"{'0': 50, '8': 1, '14': 1, '18': 1, '33': 1, '42': 2, '44': 1, '50': 1, '58': 1, '68': 1}",0.8333333333333334,0,0,13.666666666666666,31,0,0,1.4085266661519806,0.06936166901141405,0.3169771999819204,cuda
masked_bandit,deceptive_local_optimum,101,101,60,True,False,94.88765255288047,"{'delivery': 119.99359027274215, 'protected_disconnect': 0.0, 'unprotected_disconnect': 0.0, 'sla_severity': -0.033349554093368816, 'max_util': -23.97967131052834, 'overload': 0.0, 'potential': -0.010445483217630006, 'move_fixed': -0.48000000000000004, 'move_volume': -0.1138999434509057, 'move_divergence': -0.4885714285714285, 'reversal': 0.0, 'invalid': 0.0}",True,25725.33935464404,25723.83576771234,0.9999465856061847,2,0,0,0.9977168594911581,0.7489442122121368,0.12230367297947484,8,0.0,16.6546625094671,84.4868015570213,5.247327098616232e-05,6,1.2,0,0.0,533.6843240474767,10,0.014705882352941175,0,0,0,0,"{'0': 54, '8': 1, '14': 1, '18': 1, '50': 1, '59': 1, '68': 1}",0.9,0,0,1.0,1,0,0,1.2872100012221683,0.06601333152502775,0.17749490006826818,cuda
masked_bandit,deceptive_local_optimum,102,102,60,True,False,99.32797610276086,"{'delivery': 119.9979346559237, 'protected_disconnect': 0.0, 'unprotected_disconnect': 0.0, 'sla_severity': 0.0, 'max_util': -19.73703273518428, 'overload': 0.0, 'potential': -0.010600828102714696, 'move_fixed': -0.4, 'move_volume': -0.09803927559012232, 'move_divergence': -0.42428571428571427, 'reversal': 0.0, 'invalid': 0.0}",True,25520.610653040978,25520.19280022857,0.9999827887993642,0,0,0,0.9574254589648227,0.707867422541589,0.12407413396211239,7,0.0,16.408516545177974,58.61220957387617,1.6530904848678826e-05,5,1.0,0,0.0,443.81176134045245,10,0.014705882352941175,0,0,0,0,"{'0': 55, '8': 1, '14': 1, '18': 1, '24': 1, '68': 1}",0.9166666666666666,0,0,1.0,1,0,0,1.1500666674692184,0.06391332911637922,0.16742620000150055,cuda
masked_bandit,deceptive_local_optimum,103,103,60,True,False,96.26225196159437,"{'delivery': 119.97873855561558, 'protected_disconnect': 0.0, 'unprotected_disconnect': 0.0, 'sla_severity': -0.29123187173507814, 'max_util': -21.6990940566166, 'overload': -0.0009185071860029682, 'potential': -0.010312318647740931, 'move_fixed': -0.56, 'move_volume': -0.2249298398357774, 'move_divergence': -0.6299999999999999, 'reversal': -0.3, 'invalid': 0.0}",True,26020.410315509478,26015.739700487597,0.9998228212967964,9,0,0,1.040867335398111,0.7181851254843761,0.12582657051522492,9,2.551408850008245e-06,16.631714699689798,80.1204862381024,0.00017251661166022393,7,1.4,1,0.058823529411764705,1078.4929936302676,14,0.020588235294117647,0,0,0,0,"{'0': 53, '8': 1, '13': 1, '14': 2, '18': 1, '24': 1, '68': 1}",0.8833333333333333,0,0,1.0,1,0,0,1.2938949997381617,0.05944335522751013,0.1723014999879524,cuda
masked_bandit,deceptive_local_optimum,104,104,60,True,False,103.26085658999642,"{'delivery': 119.99043315272698, 'protected_disconnect': 0.0, 'unprotected_disconnect': 0.0, 'sla_severity': -0.10532713079557035, 'max_util': -15.867935655362828, 'overload': -0.0004348523372353035, 'potential': -0.010897316225365966, 'move_fixed': -0.32, 'move_volume': -0.09069589372384408, 'move_divergence': -0.33428571428571424, 'reversal': 0.0, 'invalid': 0.0}",True,26045.279641573266,26043.050390659464,0.9999202762727248,3,0,0,1.0326139252926478,0.6980119253593385,0.12445729404426135,1,1.2079231589869542e-06,16.094839646404456,76.11079497655172,7.748133229891035e-05,4,0.8,0,0.0,438.3218209032348,8,0.01176470588235294,0,0,0,0,"{'0': 56, '8': 1, '14': 1, '18': 1, '68': 1}",0.9333333333333333,0,0,1.0,1,0,0,0.9997966699302197,0.06495833319301407,0.15194629994221032,cuda
masked_bandit,deceptive_local_optimum,105,105,60,True,False,93.4943951550978,"{'delivery': 119.92847296423696, 'protected_disconnect': 0.0, 'unprotected_disconnect': 0.0, 'sla_severity': -0.44931963954197246, 'max_util': -25.02223806396126, 'overload': -0.005729645098305052, 'potential': -0.010522524655339476, 'move_fixed': -0.4, 'move_volume': -0.12198222159654809, 'move_divergence': -0.42428571428571427, 'reversal': 0.0, 'invalid': 0.0}",True,26192.68895057379,26175.12024996475,0.9994039413686413,5,0,0,1.1782809246253918,0.7303824145757324,0.12553094576622606,8,1.5915680828625145e-05,17.16103722114357,138.35156306018547,0.000597418637127026,5,1.0,0,0.0,572.3500909185422,10,0.014705882352941176,0,0,0,0,"{'0': 55, '8': 1, '14': 1, '18': 1, '24': 1, '68': 1}",0.9166666666666666,0,0,1.4333333333333333,27,0,0,0.7427583273965865,0.06442333882053693,0.14292899996507913,cuda
masked_bandit,ood_double_failure,101,101,60,True,False,-184.1274334497171,"{'delivery': 109.13785206508844, 'protected_disconnect': -178.57142857142858, 'unprotected_disconnect': -58.823529411764696, 'sla_severity': -6.754338968042295, 'max_util': -44.49319276239003, 'overload': -0.014030886203203615, 'potential': 0.005464604063972974, 'move_fixed': -1.84, 'move_volume': -0.3099438047549927, 'move_divergence': -1.864285714285714, 'reversal': -0.6, 'invalid': 0.0}",True,27339.738193055007,24969.780966186623,0.9094821005424036,165,25,75,1.121702070517392,0.8385975166890465,0.12472617111387627,32,3.897468389778782e-05,19.57760358424811,132.16290612349496,0.09041762457083638,23,4.6,2,0.11764705882352941,1514.216614688732,46,0.06764705882352941,0,7,4,4,"{'0': 37, '14': 1, '15': 2, '18': 2, '21': 1, '23': 1, '29': 1, '30': 1, '41': 1, '42': 3, '44': 2, '47': 1, '50': 1, '55': 1, '62': 1, '63': 1, '67': 1, '68': 2}",0.6166666666666667,0,0,3.45,27,0,0,0.7258033360509822,0.057126667040089764,0.1535387000767514,cuda
masked_bandit,ood_double_failure,102,102,60,True,False,-187.84381455967596,"{'delivery': 107.11450288663578, 'protected_disconnect': -178.57142857142858, 'unprotected_disconnect': -58.823529411764696, 'sla_severity': -6.508000848828361, 'max_util': -48.09960907386814, 'overload': -0.018540186934431477, 'potential': 0.014106311888786183, 'move_fixed': -1.2, 'move_volume': -0.2884585225191668, 'move_divergence': -1.1628571428571428, 'reversal': -0.3, 'invalid': 0.0}",True,27016.54975637489,24255.82506159651,0.8926208573886315,165,25,75,1.1450445780455858,0.8559956683013561,0.1227652469091463,30,5.150051926230967e-05,18.825152471420758,133.83803012929562,0.10738613668961386,15,3.0,1,0.058823529411764705,1449.3439778862148,30,0.044117647058823525,0,8,4,4,"{'0': 45, '14': 2, '15': 1, '18': 2, '21': 1, '23': 2, '42': 1, '44': 1, '45': 1, '47': 1, '55': 1, '63': 1, '68': 1}",0.75,0,0,3.816666666666667,27,0,0,0.7718116588269671,0.05921667519335946,0.15295120002701879,cuda
masked_bandit,ood_double_failure,103,103,60,True,False,-192.53232663793688,"{'delivery': 107.80878147004063, 'protected_disconnect': -178.57142857142858, 'unprotected_disconnect': -58.823529411764696, 'sla_severity': -6.927260961071637, 'max_util': -52.96762189351798, 'overload': -0.021825625373132485, 'potential': 0.005927278720828595, 'move_fixed': -1.28, 'move_volume': -0.23822606639942906, 'move_divergence': -1.217142857142857, 'reversal': -0.3, 'invalid': 0.0}",True,27450.495595281656,24676.967800184837,0.8984065122503385,167,25,75,1.2112515650663427,0.8712367703201195,0.126608212332554,34,6.062673714759023e-05,19.361790322254063,134.1857768215661,0.10158988961481911,16,3.2,1,0.058823529411764705,1197.3698499425927,32,0.04705882352941176,0,7,4,4,"{'0': 44, '14': 1, '15': 2, '18': 2, '23': 1, '42': 2, '44': 3, '47': 1, '55': 1, '67': 1, '68': 2}",0.7333333333333333,0,0,3.183333333333333,26,0,0,0.7331699889618903,0.06165498440774778,0.14744149998296052,cuda
masked_bandit,ood_double_failure,104,104,60,True,False,-170.01313642988643,"{'delivery': 107.54896634787407, 'protected_disconnect': -178.57142857142858, 'unprotected_disconnect': -58.823529411764696, 'sla_severity': -0.8128039340121949, 'max_util': -37.36502369615326, 'overload': -0.002456259888585916, 'potential': 0.01966677150796007, 'move_fixed': -0.88, 'move_volume': -0.2293848188782738, 'move_divergence': -0.897142857142857, 'reversal': 0.0, 'invalid': 0.0}",True,27791.706371086435,25005.177009759398,0.8962413862322839,111,25,75,1.1463806596493795,0.8097900288706686,0.1281328672944211,16,6.822944134960878e-06,16.471137603945603,85.97167492773698,0.10381697402777545,11,2.2,0,0.0,1210.056334521686,22,0.032352941176470584,0,8,4,4,"{'0': 49, '12': 1, '14': 1, '15': 2, '18': 2, '23': 1, '30': 1, '45': 1, '47': 1, '68': 1}",0.8166666666666667,0,0,1.2166666666666666,14,0,0,0.8379883249290287,0.055381665394331016,0.14078699995297939,cuda
masked_bandit,ood_double_failure,105,105,60,True,False,-202.68753137621894,"{'delivery': 106.99975999522636, 'protected_disconnect': -178.57142857142858, 'unprotected_disconnect': -58.823529411764696, 'sla_severity': -11.719386428797684, 'max_util': -57.25073327724328, 'overload': -0.021997056201246815, 'potential': 0.006561656126249243, 'move_fixed': -1.36, 'move_volume': -0.25963542499320114, 'move_divergence': -1.387142857142857, 'reversal': -0.3, 'invalid': 0.0}",True,27493.320278175557,24418.03279802786,0.8916646666268863,191,25,75,1.1073462893983768,0.8925261461899018,0.12179595548375668,31,6.110293389235226e-05,20.08722886408821,140.48438026757623,0.10827011074020482,17,3.4,1,0.058823529411764705,1377.057472523666,32,0.04705882352941176,0,8,4,4,"{'0': 43, '14': 2, '15': 2, '18': 2, '21': 1, '23': 1, '38': 1, '42': 2, '44': 1, '47': 1, '67': 2, '68': 2}",0.7166666666666667,0,0,3.35,29,0,0,0.7218950020615011,0.07261666857327025,0.16206540004350245,cuda
