scenario,algorithm,n_seeds,reward_sum_mean,reward_sum_std,reward_sum_ci95,max_util_mean_mean,max_util_mean_std,max_util_mean_ci95,max_util_peak_mean,max_util_peak_std,max_util_peak_ci95,mean_delay_ms_mean,mean_delay_ms_std,mean_delay_ms_ci95,p95_delay_ms_mean,p95_delay_ms_std,p95_delay_ms_ci95,loss_ratio_mean_mean,loss_ratio_mean_std,loss_ratio_mean_ci95,delivered_ratio_mean_mean,delivered_ratio_mean_std,delivered_ratio_mean_ci95,sla_violations_total_mean,sla_violations_total_std,sla_violations_total_ci95,reroutes_total_mean,reroutes_total_std,reroutes_total_ci95,flaps_total_mean,flaps_total_std,flaps_total_ci95,time_above_90pct_mean,time_above_90pct_std,time_above_90pct_ci95,mean_decision_time_ms_mean,mean_decision_time_ms_std,mean_decision_time_ms_ci95
evening_peak,rl,3,-144.99634789167354,21.165469257930617,52.57794037051772,1.2230778354950733,0.058830948405736064,0.1461441775527269,1.8520104889883424,0.10616893258891702,0.26373824926040734,51.75908397227786,6.449360536212214,16.02109972467909,90.53583372504887,10.427449021203984,25.903219350926886,0.0677104657259684,0.02049201728519147,0.05090499292798375,0.9322895342740316,0.02049201728519141,0.0509049929279836,482.6666666666667,52.53887449625594,130.513799469067,60.0,0.0,0.0,48.0,0.0,0.0,0.9087301587301587,0.038268455400765664,0.09506411323147756,0.624489289567998,0.015422872847909854,0.03831254006502308
full_day,rl,3,-18.424466331347727,6.802142157870857,16.897457855053762,0.9443044309269824,0.012089616534439079,0.03003227235380045,1.6585923724115468,0.06693886577660856,0.16628536085746687,32.27549590047351,1.140097882040711,2.8321601438640096,45.19383191611343,1.747207687091095,4.34030450576306,0.025928409923452026,0.005752127920671401,0.01428907789055184,0.9740715900765479,0.0057521279206712754,0.014289077890551526,607.3333333333334,17.8978583448784,44.460744874077776,198.0,1.0,2.4841377117503303,185.0,1.0,2.4841377117503303,0.5011574074074074,0.04171486409939837,0.10362546704985545,0.5910998858814344,0.05586499028118189,0.1387763291240496
