scenario,algorithm,n_seeds,reward_sum_mean,reward_sum_std,reward_sum_ci95,max_util_mean_mean,max_util_mean_std,max_util_mean_ci95,max_util_peak_mean,max_util_peak_std,max_util_peak_ci95,mean_delay_ms_mean,mean_delay_ms_std,mean_delay_ms_ci95,p95_delay_ms_mean,p95_delay_ms_std,p95_delay_ms_ci95,loss_ratio_mean_mean,loss_ratio_mean_std,loss_ratio_mean_ci95,delivered_ratio_mean_mean,delivered_ratio_mean_std,delivered_ratio_mean_ci95,sla_violations_total_mean,sla_violations_total_std,sla_violations_total_ci95,reroutes_total_mean,reroutes_total_std,reroutes_total_ci95,flaps_total_mean,flaps_total_std,flaps_total_ci95,time_above_90pct_mean,time_above_90pct_std,time_above_90pct_ci95,mean_decision_time_ms_mean,mean_decision_time_ms_std,mean_decision_time_ms_ci95
evening_peak,rl,3,-31.918075340374177,17.514668252569315,43.50884791500369,1.0162796881147846,0.01768607088448403,0.04393463565683629,1.5802214753915713,0.026417987341609505,0.06562591862383502,33.718081009504886,3.6975562917787745,9.18523902572736,52.989258540385556,5.652871166153352,14.042510443507608,0.014581110180714445,0.0044223912012389234,0.010985828759110453,0.9854188898192855,0.004422391201238993,0.010985828759110625,195.0,38.93584466786357,96.7220000782929,84.0,0.0,0.0,70.0,0.0,0.0,0.75,0.09449111825230677,0.2347289502760152,0.5808420627588584,0.04283192999695581,0.10640041257248813
full_day,rl,3,117.27146605591643,28.04443822991885,69.6662466117941,0.8470344140629941,0.01381546636606838,0.03431952100536875,1.8959953529503162,0.06924736411992681,0.1720199886496169,25.426737767057705,1.4158320495168955,3.517121787709681,33.12920278912395,2.1166636964056296,5.258084111334076,0.013364417228443067,0.00325781024739045,0.00809284929326929,0.9866355827715569,0.0032578102473904604,0.008092849293269316,218.66666666666666,42.524502740576914,105.63672093129738,288.0,0.0,0.0,273.0,0.0,0.0,0.3587962962962963,0.03824701768948682,0.0950108590044362,0.6092842585429833,0.002975200699373166,0.007390808257338839
