algorithm,scenario,seed,steps,reward_sum,reward_mean,max_util_peak,max_util_mean,mean_util,util_std_mean,jain_fairness_mean,mean_delay_ms,p95_delay_ms,max_delay_ms,loss_ratio_mean,delivered_ratio_mean,dropped_gbit_total,sla_violation_steps,sla_violations_total,priority_sla_success_mean,congested_link_steps,time_above_80pct,time_above_90pct,time_above_100pct,reroutes_total,flaps_total,frr_events_total,disconnected_steps,recovery_steps,path_changes_per_demand,mean_decision_time_ms,invalid_actions
rl,full_day,101,288,97.37106877902336,0.33809398881605335,1.85458893829758,0.8548150914229924,0.13895786416526215,0.1971452687093349,0.3371624889662551,25.5897806227717,33.49027874029414,197.48028400275444,0.013980598728616999,0.986019401271383,2.0802511429024864,87,202,0.9480389521661875,215,0.5069444444444444,0.3958333333333333,0.2708333333333333,288,273,0,0,,16.941176470588236,0.6101979156988414,0
rl,full_day,102,288,105.0976696483026,0.3649224640566062,1.9759381505585387,0.8552048757617707,0.1435140348894888,0.20214208133756661,0.33985651271448175,26.753989977099884,35.04210297164061,229.9545234594481,0.01627013541435942,0.9837298645856407,2.6643220049014893,78,267,0.9395729670055053,210,0.4722222222222222,0.3611111111111111,0.2604166666666667,288,273,0,0,,16.941176470588236,0.6059593744996365,0
rl,full_day,103,288,149.34565974042334,0.5185613185431366,1.8574589699948298,0.8310832750042194,0.1436331111999133,0.20037922003097997,0.34350835048598927,23.93644270130153,30.855226655437107,186.23270054080876,0.009842517542352784,0.9901574824576473,1.4883131978836113,70,187,0.9600241127634308,177,0.4861111111111111,0.3194444444444444,0.2152777777777778,288,273,0,0,,16.941176470588236,0.611695485430472,0
rl,evening_peak,101,84,-11.709316655036565,-0.1393966268456734,1.59546638882593,1.0031826931351413,0.1789567706496928,0.2460409333611499,0.34611172345392544,29.478086815577317,46.510373056655126,202.7991475459169,0.010435435473162339,0.9895645645268376,0.5670313756179554,46,151,0.9129036153555503,98,0.9642857142857143,0.7142857142857143,0.47619047619047616,84,70,0,0,,4.9411764705882355,0.5965273823156687,0
rl,evening_peak,102,84,-42.706675623897,-0.5084128050463929,1.5497166124205555,1.00925804760942,0.19130391464217342,0.26024052338544856,0.35070161786701237,36.2725426705797,55.54096253268211,257.5266218415241,0.01923611326332502,0.9807638867366748,1.138223115524235,43,209,0.8791113490453377,144,0.8333333333333334,0.6785714285714286,0.47619047619047616,84,70,0,0,,4.9411764705882355,0.6136202386447361,0
rl,evening_peak,103,84,-41.33823374218897,-0.4921218302641544,1.595481424928229,1.0363983235997922,0.19008716487432387,0.26152016614995766,0.34592910052629694,35.40361354235763,56.91644003181944,257.84206166330335,0.014071781805655976,0.9859282181943441,0.7741336447153424,62,225,0.8809674528054621,165,0.9404761904761905,0.8571428571428571,0.5952380952380952,84,70,0,0,,4.9411764705882355,0.5323785673161703,0
